,Platform Type,Personal or Business,Placement - Day of Month,Placement - Weekday (Mo = 1),Placement - Time,Confirmation - Day of Month,Confirmation - Weekday (Mo = 1),Confirmation - Time,Arrival at Pickup - Day of Month,Arrival at Pickup - Weekday (Mo = 1),Arrival at Pickup - Time,Pickup - Day of Month,Pickup - Weekday (Mo = 1),Pickup - Time,Arrival at Destination - Day of Month,Arrival at Destination - Weekday (Mo = 1),Arrival at Destination - Time,Distance (KM),Temperature,Pickup Lat,Pickup Long,Destination Lat,Destination Long,No_Of_Orders,Age,Average_Rating,No_of_Ratings,User Id (num),Rider Id (num),Time from Pickup to Arrival
9184,3,Business,7,2,09:52:50,7,2,09:54:30,7,2,10:08:01,7,2,10:22:50,7,2,10:49:50,11,,-1.2520537,36.830067799999995,-1.3167113000000001,36.8301563,393,207,14.8,28,3149,864,1620
9185,1,Personal,3,3,09:57:09,3,3,10:18:17,3,3,10:37:18,3,3,10:50:57,3,3,11:09:50,5,24.0,-1.2740396,36.7993518,-1.2940473,36.8270407,1450,872,13.8,329,827,88,1133
9186,3,Business,26,2,12:48:59,26,2,12:49:47,26,2,12:51:57,26,2,12:56:34,26,2,13:22:20,9,27.6,-1.2999309,36.830799799999994,-1.2628473,36.781805,1591,801,14.1,187,3283,519,1546
9187,3,Personal,28,4,10:54:55,28,4,10:56:06,28,4,11:11:07,28,4,11:14:19,28,4,11:36:50,9,23.7,-1.233018,36.8004477,-1.2736771,36.8123141,2414,946,13.7,299,1033,634,1351
9188,3,Business,21,3,13:53:48,21,3,14:09:16,21,3,14:36:38,21,3,14:39:28,21,3,15:19:05,8,23.4,-1.2584143,36.8048002,-1.296485,36.7931959,487,560,13.7,44,2956,685,2377
9189,2,Personal,1,1,07:08:02,1,1,07:21:36,1,1,08:07:52,1,1,08:10:42,1,1,08:31:39,6,18.2,-1.3086326000000001,36.8080886,-1.304033,36.7848695,779,873,14.2,89,1334,208,1257
9190,3,Business,21,4,15:49:49,21,4,16:12:22,21,4,16:20:41,21,4,16:28:31,21,4,17:05:17,10,26.3,-1.3210188999999999,36.841055100000005,-1.2655953000000002,36.791546399999994,1202,576,13.4,105,2066,436,2206
9191,3,Business,26,2,13:40:45,26,2,13:41:35,26,2,13:50:04,26,2,14:08:20,26,2,14:35:40,15,30.8,-1.300921,36.828195,-1.3882008,36.7699445,187,285,14.2,15,3517,218,1640
9192,3,Business,26,3,13:56:21,26,3,13:58:09,26,3,14:02:57,26,3,14:07:11,26,3,14:47:51,11,27.0,-1.3472066,36.7692638,-1.2852142,36.79402929999999,4013,2149,14.1,696,3147,623,2440
9193,2,Personal,11,3,11:35:49,11,3,11:36:32,11,3,12:03:17,11,3,12:11:49,11,3,12:16:40,2,18.8,-1.2959749,36.7770396,-1.2952108999999998,36.775706400000004,680,982,14.0,207,2783,103,291
9194,3,Business,11,1,08:09:15,11,1,08:12:26,11,1,08:20:28,11,1,08:25:41,11,1,08:51:55,8,17.8,-1.2551895,36.7822034,-1.2993556,36.8146776,1830,585,13.7,321,1280,854,1574
9195,3,Business,7,1,16:22:44,7,1,16:32:23,7,1,16:46:32,7,1,16:49:15,7,1,17:40:22,23,24.4,-1.3244885,36.897791999999995,-1.3107918,36.761794,3453,1063,13.3,831,1271,654,3067
9196,1,Personal,23,6,11:05:34,23,6,11:06:21,23,6,11:18:57,23,6,11:24:44,23,6,11:56:25,9,,-1.261849,36.808254,-1.3234472,36.8416613,903,824,14.0,122,1072,427,1901
9197,1,Personal,19,5,14:59:08,19,5,14:59:17,19,5,15:06:24,19,5,15:07:58,19,5,15:18:08,2,27.2,-1.2676163999999999,36.8075243,-1.264917,36.8150651,2847,2362,13.7,640,674,407,610
9198,3,Business,17,4,11:44:43,17,4,11:48:37,17,4,11:56:01,17,4,12:10:01,17,4,12:32:39,5,25.6,-1.290894,36.822971,-1.2765736,36.851364600000004,4402,1090,14.3,1301,2154,812,1358
9199,3,Business,27,3,11:37:04,27,3,11:38:21,27,3,11:38:46,27,3,11:48:48,27,3,11:48:50,5,25.9,-1.2902869,36.8085396,-1.2571472,36.795063299999995,5525,2145,13.7,1364,186,779,2
9200,3,Business,3,1,09:13:21,3,1,09:13:54,3,1,09:21:28,3,1,09:31:28,3,1,09:58:36,16,18.2,-1.2628473,36.781805,-1.228911,36.881876,282,326,14.7,46,3283,310,1628
9201,3,Business,21,2,10:42:58,21,2,10:43:28,21,2,10:45:41,21,2,10:55:56,21,2,11:11:40,3,22.6,-1.257069,36.81467,-1.2602337,36.79905479999999,6815,2455,13.9,2149,635,445,944
9202,3,Business,3,3,11:26:14,3,3,11:27:42,3,3,11:37:57,3,3,11:40:00,3,3,12:21:23,16,24.2,-1.2679971,36.808893700000006,-1.3277669,36.8975169,721,635,14.4,69,1087,38,2483
9203,3,Business,2,2,14:58:25,2,2,14:59:02,2,2,15:10:40,2,2,15:26:31,2,2,15:33:24,5,26.3,-1.2600926000000001,36.8088685,-1.2628473,36.781805,730,740,13.8,71,3283,882,413
9204,3,Business,28,4,14:38:28,28,4,14:40:23,28,4,14:47:52,28,4,15:01:16,28,4,15:06:13,5,27.5,-1.2817058000000001,36.819105799999996,-1.2726506000000002,36.7960153,2038,1817,14.3,397,1642,365,297
9205,3,Business,29,1,14:45:32,29,1,14:47:39,29,1,15:04:46,29,1,15:08:56,29,1,15:28:21,7,24.6,-1.290894,36.822971,-1.2551895,36.7822034,429,577,13.0,13,1103,878,1165
9206,3,Business,12,2,15:41:03,12,2,15:43:37,12,2,15:43:40,12,2,15:51:20,12,2,16:14:36,8,,-1.3004062,36.829741,-1.2638185,36.7930057,6868,2489,13.9,2104,1363,925,1396
9207,3,Business,23,5,13:51:33,23,5,13:53:31,23,5,14:35:48,23,5,14:53:37,23,5,15:04:56,1,26.2,-1.290894,36.822971,-1.279395,36.825364,1714,1980,13.2,357,3404,268,679
9208,3,Business,4,1,14:53:59,4,1,14:54:38,4,1,15:01:33,4,1,15:04:41,4,1,15:42:33,12,28.7,-1.2551895,36.7822034,-1.3184778999999998,36.8373109,1270,367,14.4,131,2523,953,2272
9209,3,Personal,30,6,09:35:41,30,6,09:36:06,30,6,09:47:02,30,6,10:18:33,30,6,11:01:31,21,17.9,-1.3321944,36.889232899999996,-1.2485190000000002,36.783656,1830,982,14.3,423,2040,74,2578
9210,3,Business,7,2,10:54:47,7,2,10:56:34,7,2,11:04:30,7,2,11:06:26,7,2,11:32:14,12,,-1.273056,36.811298,-1.2672045,36.717206899999994,4239,1658,14.2,913,1329,228,1548
9211,3,Business,23,2,15:04:29,23,2,15:11:15,23,2,15:52:14,23,2,16:18:52,23,2,16:43:14,8,,-1.3223238000000002,36.8320056,-1.3015700000000001,36.7871,333,286,13.7,46,2953,233,1462
9212,3,Business,8,3,14:28:00,8,3,14:29:02,8,3,14:39:04,8,3,15:06:26,8,3,15:41:42,19,,-1.307143,36.825009,-1.3181159,36.710155900000004,679,183,13.5,61,1961,591,2116
9213,3,Business,18,4,12:16:25,18,4,12:54:46,18,4,13:16:23,18,4,13:48:27,18,4,14:10:49,7,,-1.3302996,36.8707935,-1.3053489999999999,36.829708000000004,505,580,14.1,40,3599,690,1342
9214,3,Business,30,5,12:49:50,30,5,13:24:55,30,5,13:33:35,30,5,14:15:19,30,5,14:35:00,10,24.6,-1.2886923000000001,36.8241519,-1.303924,36.8758792,4402,1090,14.3,1301,3525,812,1181
9215,3,Business,31,4,09:16:23,31,4,09:18:08,31,4,09:47:59,31,4,09:49:03,31,4,10:21:41,5,20.6,-1.2726389999999999,36.794723,-1.2548773000000002,36.80773189999999,1270,367,14.4,131,3647,953,1958
9216,1,Personal,6,3,10:38:04,6,3,10:38:44,6,3,11:05:09,6,3,11:17:17,6,3,12:01:01,16,19.9,-1.2966785,36.7896469,-1.2161475,36.8828534,176,879,14.9,46,2165,334,2624
9217,3,Business,31,1,09:53:13,31,1,09:53:27,31,1,09:54:19,31,1,10:32:33,31,1,10:51:27,12,20.8,-1.228911,36.881876,-1.2600926000000001,36.8088685,6728,2702,13.9,2027,3291,669,1134
9218,1,Personal,17,5,13:04:10,17,5,13:04:28,17,5,13:11:13,17,5,13:23:28,17,5,13:59:23,10,17.8,-1.2943371000000001,36.8267,-1.2332988999999999,36.8130698,705,740,14.1,111,2955,387,2155
9219,3,Business,1,1,08:43:58,1,1,08:45:32,1,1,08:57:26,1,1,09:02:01,1,1,09:23:51,8,21.2,-1.2879247999999999,36.754638799999995,-1.2638185,36.7930057,228,268,15.0,30,1500,306,1310
9220,3,Personal,18,4,10:04:25,18,4,10:05:06,18,4,10:13:06,18,4,10:22:52,18,4,10:41:34,9,,-1.2665327,36.8108799,-1.3239488000000001,36.831683500000004,311,214,14.8,29,2724,68,1122
9221,3,Business,18,5,12:50:08,18,5,12:50:20,18,5,12:50:36,18,5,13:11:10,18,5,14:12:02,18,20.3,-1.3263040000000001,36.8665245,-1.2482465,36.8889062,2538,1065,14.3,712,2596,191,3652
9222,3,Business,28,4,09:25:55,28,4,09:26:05,28,4,09:26:21,28,4,09:42:21,28,4,10:15:38,14,19.4,-1.3167113000000001,36.8301563,-1.306378,36.7519845,615,341,14.7,30,393,349,1997
9223,3,Business,22,5,16:25:28,22,5,16:30:27,22,5,16:40:33,22,5,16:42:04,22,5,17:57:23,16,28.4,-1.3254522,36.721658399999995,-1.2654716000000001,36.7983635,385,805,13.5,72,136,326,4519
9224,3,Business,20,2,10:57:38,20,2,10:59:04,20,2,11:06:10,20,2,11:17:21,20,2,11:33:09,3,19.9,-1.2584143,36.8048002,-1.2551895,36.7822034,2935,1102,13.7,344,3201,926,948
9225,3,Personal,12,3,14:26:26,12,3,14:27:34,12,3,14:38:28,12,3,14:43:40,12,3,15:08:47,10,26.3,-1.2918688,36.7603541,-1.267522,36.827995,942,878,14.5,222,2015,465,1507
9226,3,Business,19,3,09:58:38,19,3,10:16:40,19,3,10:26:07,19,3,10:34:43,19,3,10:53:11,8,22.3,-1.2551895,36.7822034,-1.2944292,36.779356899999996,1875,900,14.3,442,3674,105,1108
9227,3,Business,6,1,12:37:05,6,1,12:38:17,6,1,12:51:26,6,1,13:02:03,6,1,13:23:56,8,20.4,-1.2551895,36.7822034,-1.2846195,36.7958316,1689,1811,14.0,334,3232,520,1313
9228,1,Personal,17,4,17:54:54,17,4,18:46:24,17,4,19:25:53,17,4,19:27:01,17,4,19:55:34,17,21.8,-1.3518598,36.7324661,-1.2813497999999999,36.7930729,526,989,14.4,187,2714,919,1713
9229,1,Personal,25,5,13:28:59,25,5,13:29:11,25,5,14:05:55,25,5,14:07:26,25,5,14:36:41,14,23.6,-1.3507360000000002,36.8960004,-1.3016151000000002,36.811735399999996,721,984,13.8,161,2054,543,1755
9230,3,Business,2,4,09:41:24,2,4,09:41:30,2,4,09:58:31,2,4,10:02:22,2,4,10:39:35,17,13.2,-1.2551895,36.7822034,-1.2859912,36.8756811,570,741,14.0,98,2335,452,2233
9231,3,Business,4,5,10:42:05,4,5,10:43:05,4,5,10:48:02,4,5,11:15:21,4,5,11:31:21,8,22.4,-1.2559559999999999,36.789867,-1.293297,36.760739,2761,1749,13.2,673,1280,446,960
9232,3,Business,23,2,12:43:41,23,2,12:45:22,23,2,12:56:21,23,2,13:05:20,23,2,13:11:02,2,,-1.266837,36.799248999999996,-1.2600926000000001,36.8088685,1275,497,14.8,119,3291,205,342
9233,3,Business,18,4,13:35:29,18,4,13:36:36,18,4,13:48:09,18,4,14:00:03,18,4,14:05:22,2,,-1.2726389999999999,36.794723,-1.2741728,36.79691079999999,718,237,14.0,83,3647,161,319
9234,3,Business,18,4,13:34:37,18,4,13:34:54,18,4,13:52:55,18,4,14:28:48,18,4,14:42:58,16,,-1.300921,36.828195,-1.3882008,36.7699445,2008,2292,12.9,364,3517,137,850
9235,3,Business,6,4,13:31:44,6,4,13:35:35,6,4,14:02:14,6,4,14:17:09,6,4,14:48:00,15,21.4,-1.2825379,36.843502,-1.23966,36.75258,1255,593,14.5,93,1719,829,1851
9236,3,Business,22,5,15:04:00,22,5,15:05:00,22,5,15:17:58,22,5,15:22:04,22,5,15:46:35,7,,-1.2536041999999998,36.806489500000005,-1.2505657,36.8211047,560,981,13.4,164,136,549,1471
9237,3,Business,15,4,10:23:03,15,4,10:23:48,15,4,10:28:27,15,4,10:37:45,15,4,11:16:22,13,24.5,-1.3700383,36.9190174,-1.3239488000000001,36.831683500000004,1003,782,12.9,148,3525,593,2317
9238,3,Business,21,5,20:34:22,21,5,20:57:24,21,5,21:05:59,21,5,21:22:41,21,5,21:36:00,3,18.2,-1.2649605,36.798177700000004,-1.2763916000000002,36.8246826,2385,525,14.3,433,302,607,799
9239,3,Business,4,2,12:26:46,4,2,12:27:52,4,2,12:36:33,4,2,12:58:22,4,2,13:30:28,17,19.3,-1.3302996,36.8707935,-1.2912918,36.758140999999995,4026,1843,14.2,1148,3599,130,1926
9240,3,Business,27,2,12:22:35,27,2,12:27:24,27,2,12:30:39,27,2,12:36:59,27,2,12:53:15,7,23.9,-1.2599563,36.799343900000004,-1.300921,36.828195,1645,739,13.6,178,635,19,976
9241,2,Personal,2,3,14:51:39,2,3,15:14:30,2,3,15:32:05,2,3,15:35:56,2,3,15:50:45,3,23.3,-1.2814037,36.815031299999994,-1.2890399,36.8164942,1672,1244,13.8,477,3728,219,889
9242,3,Business,7,4,14:48:46,7,4,14:50:13,7,4,15:30:02,7,4,15:46:51,7,4,16:15:23,12,31.2,-1.2315181,36.814054299999995,-1.289795,36.7957132,216,449,14.0,23,3214,52,1712
9243,3,Business,10,1,14:33:39,10,1,14:34:38,10,1,14:40:50,10,1,14:47:28,10,1,14:54:35,1,18.4,-1.2551895,36.7822034,-1.2549259,36.7919494,1275,497,14.8,119,2216,205,427
9244,3,Business,5,2,14:57:51,5,2,14:59:01,5,2,15:26:16,5,2,15:53:37,5,2,16:28:59,8,27.3,-1.3004062,36.829741,-1.2638185,36.7930057,192,368,14.4,11,1500,311,2122
9245,3,Business,8,6,12:10:43,8,6,13:03:03,8,6,13:10:52,8,6,13:17:45,8,6,13:23:36,2,18.1,-1.290894,36.822971,-1.2848173999999999,36.826163,1910,1546,14.2,607,2200,781,351
9246,3,Business,31,3,09:35:54,31,3,09:36:05,31,3,09:49:12,31,3,09:53:04,31,3,10:07:19,3,19.2,-1.3077869,36.844320700000004,-1.3080091999999999,36.8284543,1376,557,13.7,165,238,206,855
9247,3,Business,8,3,13:59:49,8,3,14:01:03,8,3,14:16:50,8,3,14:27:43,8,3,14:56:22,6,,-1.2726389999999999,36.794723,-1.2944584,36.7614555,903,824,14.0,122,3647,427,1719
9248,3,Business,15,3,11:35:15,15,3,11:35:47,15,3,11:40:44,15,3,11:48:11,15,3,12:27:18,15,,-1.2726389999999999,36.794723,-1.3339943,36.7263409,154,225,15.0,9,3647,710,2347
9249,3,Business,29,5,10:57:41,29,5,11:00:43,29,5,11:10:05,29,5,11:20:13,29,5,12:04:49,5,26.7,-1.2602337,36.79905479999999,-1.2784063,36.8222933,713,726,14.8,66,391,96,2676
9250,1,Personal,30,4,18:29:54,30,4,18:30:02,30,4,18:31:03,30,4,19:02:51,30,4,19:51:43,15,20.5,-1.2694178,36.812692799999994,-1.3337097,36.7659945,4890,1103,14.1,1011,1660,329,2932
9251,3,Business,8,5,17:10:16,8,5,17:10:38,8,5,17:15:06,8,5,17:27:51,8,5,17:45:10,6,25.1,-1.2963097,36.7688221,-1.2812549,36.7236622,1255,593,14.5,93,2676,829,1039
9252,3,Business,20,3,15:19:59,20,3,15:20:12,20,3,15:20:21,20,3,15:21:23,20,3,16:29:07,9,29.4,-1.3014461000000002,36.7661381,-1.2584143,36.8048002,365,269,13.8,40,3201,613,4064
9253,3,Business,9,2,10:39:01,9,2,10:39:30,9,2,11:10:21,9,2,11:11:40,9,2,11:54:18,17,22.0,-1.3294489999999999,36.890451,-1.2963097,36.7688221,1155,824,13.0,158,2494,532,2558
9254,3,Business,7,4,14:59:34,7,4,15:00:44,7,4,15:34:56,7,4,15:42:39,7,4,15:59:52,11,30.9,-1.2571472,36.795063299999995,-1.2416156,36.8736721,2087,1033,14.1,641,627,216,1033
9255,1,Personal,7,4,10:50:52,7,4,11:06:49,7,4,11:17:14,7,4,11:24:49,7,4,12:03:41,12,16.8,-1.2343087,36.84749,-1.2551895,36.7822034,379,866,13.3,133,844,852,2332
9256,3,Business,24,5,09:09:51,24,5,09:10:09,24,5,09:24:26,24,5,09:34:20,24,5,09:43:21,7,15.6,-1.293393,36.790237,-1.2551895,36.7822034,2866,1788,13.2,533,1724,56,541
9257,3,Business,24,3,09:03:32,24,3,09:04:53,24,3,09:28:42,24,3,09:29:46,24,3,10:27:36,12,,-1.2551895,36.7822034,-1.3174857,36.801993700000004,2564,1217,13.3,629,3264,793,3470
9258,1,Business,4,5,09:12:38,4,5,09:39:16,4,5,09:54:15,4,5,10:00:55,4,5,10:26:12,8,19.4,-1.2777926000000002,36.8215788,-1.2963097,36.7688221,2095,1358,14.1,667,3098,676,1517
9259,3,Business,1,1,14:07:18,1,1,14:07:39,1,1,14:07:53,1,1,14:23:13,1,1,14:39:12,11,,-1.303596,36.778378000000004,-1.2600926000000001,36.8088685,1830,585,13.7,321,3291,854,959
9260,3,Business,9,5,11:33:53,9,5,12:41:24,9,5,12:56:23,9,5,13:17:21,9,5,13:34:10,6,25.5,-1.2551895,36.7822034,-1.28878,36.8168312,877,901,13.5,124,3470,477,1009
9261,2,Personal,2,1,17:13:29,2,1,17:13:48,2,1,17:28:39,2,1,17:40:19,2,1,18:10:57,11,19.5,-1.311208,36.778743,-1.3634667,36.7389097,2104,1149,14.3,525,2169,449,1838
9262,3,Personal,21,1,13:43:05,21,1,13:49:53,21,1,14:07:23,21,1,14:15:41,21,1,14:39:11,13,21.4,-1.1884386,36.935050700000005,-1.2494637,36.8705482,108,880,13.1,34,1188,444,1410
9263,2,Personal,15,3,11:03:33,15,3,11:03:40,15,3,12:02:23,15,3,12:12:46,15,3,13:14:16,29,18.1,-1.1923911,36.944733299999996,-1.3014462,36.7607695,1938,1372,12.9,637,75,734,3690
9264,3,Business,3,3,14:38:59,3,3,14:54:50,3,3,15:04:03,3,3,16:00:41,3,3,16:37:39,12,28.4,-1.3014461000000002,36.7661381,-1.2765736,36.851364600000004,713,726,14.8,66,2154,96,2218
9265,3,Business,16,2,15:52:13,16,2,15:56:58,16,2,16:53:40,16,2,17:08:48,16,2,17:46:34,6,24.9,-1.2951620000000001,36.8115914,-1.2728069,36.7962362,1337,875,14.2,243,1642,726,2266
9266,3,Business,16,4,09:56:06,16,4,10:12:29,16,4,10:45:08,16,4,10:53:18,16,4,11:25:38,22,,-1.174484,36.914608,-1.2456412000000001,36.7955298,432,271,13.8,62,865,484,1940
9267,3,Business,9,3,12:52:31,9,3,13:03:27,9,3,13:08:46,9,3,13:11:53,9,3,13:29:23,6,25.3,-1.2960774,36.819004799999995,-1.2688224,36.794406200000005,1043,771,14.1,76,564,848,1050
9268,3,Business,24,1,11:27:45,24,1,11:27:59,24,1,11:39:19,24,1,11:51:30,24,1,12:10:33,15,22.6,-1.2283403,36.8822756,-1.3052491000000002,36.8223899,4402,1090,14.3,1301,3355,812,1143
9269,3,Business,11,4,15:36:08,11,4,15:36:27,11,4,15:42:36,11,4,15:48:53,11,4,15:55:06,1,26.9,-1.2584143,36.8048002,-1.2527958000000001,36.8003131,1212,2245,13.4,197,3201,880,373
9270,3,Business,11,1,15:29:45,11,1,15:34:02,11,1,15:50:17,11,1,16:09:38,11,1,16:14:16,4,28.8,-1.2602337,36.79905479999999,-1.2691495000000002,36.7928193,1133,2006,14.1,178,635,86,278
9271,3,Business,17,3,12:57:35,17,3,13:00:11,17,3,13:29:52,17,3,14:25:57,17,3,14:26:53,11,28.5,-1.3472066,36.7692638,-1.3025826,36.7670807,3054,1527,13.9,995,1342,65,56
9272,3,Personal,26,6,11:30:42,26,6,11:30:51,26,6,11:43:44,26,6,11:51:32,26,6,12:43:36,16,26.2,-1.2866298,36.8227916,-1.3103985,36.9114173,81,385,15.0,18,534,758,3124
9273,3,Business,3,4,08:32:31,3,4,08:32:41,3,4,08:33:59,3,4,09:22:46,3,4,09:47:49,14,20.3,-1.2285834999999998,36.882646799999996,-1.2551895,36.7822034,5525,2145,13.7,1364,2412,779,1503
9274,3,Business,27,3,16:07:48,27,3,16:08:07,27,3,16:14:08,27,3,16:32:45,27,3,16:33:07,5,27.7,-1.2600926000000001,36.8088685,-1.2628473,36.781805,293,305,14.5,36,3283,318,22
9275,3,Business,20,3,10:21:33,20,3,10:22:26,20,3,10:33:58,20,3,10:41:33,20,3,10:58:10,7,26.6,-1.2658373,36.8018598,-1.2706041000000001,36.830314200000004,925,550,14.5,73,608,276,997
9276,3,Business,14,2,13:09:12,14,2,13:24:56,14,2,14:47:20,14,2,15:41:12,14,2,16:22:13,28,23.8,-1.3899636,36.748237700000004,-1.3244885,36.897791999999995,101,841,12.3,28,1271,431,2461
9277,3,Business,7,1,15:51:42,7,1,15:52:09,7,1,16:10:04,7,1,16:14:54,7,1,16:54:24,16,26.7,-1.3210188999999999,36.841055100000005,-1.3916458999999999,36.93058920000001,827,1581,13.8,132,2066,457,2370
9278,3,Personal,5,5,17:37:46,5,5,17:49:39,5,5,17:55:28,5,5,17:56:50,5,5,18:21:57,6,24.6,-1.300663,36.790907000000004,-1.2791714,36.825599700000005,5664,2014,13.6,1264,2913,614,1507
9279,3,Business,15,1,10:38:27,15,1,11:20:35,15,1,11:40:40,15,1,11:44:03,15,1,12:19:11,16,,-1.2967108,36.787113500000004,-1.293274,36.9044706,4933,1638,14.2,1086,829,692,2108
9280,3,Business,28,4,13:20:30,28,4,14:41:49,28,4,15:07:28,28,4,15:22:14,28,4,16:02:49,17,29.9,-1.3700383,36.9190174,-1.290894,36.822971,1645,739,13.6,178,2200,19,2435
9281,3,Business,3,1,11:36:00,3,1,11:37:08,3,1,11:44:11,3,1,12:05:52,3,1,12:11:52,4,21.5,-1.3077869,36.844320700000004,-1.3004062,36.829741,271,236,14.7,32,1527,790,360
9282,3,Business,22,5,14:56:56,22,5,14:57:31,22,5,15:18:12,22,5,15:32:26,22,5,16:03:10,4,31.0,-1.2852908,36.7557439,-1.295908,36.791433000000005,150,296,14.7,30,203,118,1844
9283,3,Business,9,2,13:41:08,9,2,13:41:20,9,2,14:14:47,9,2,14:20:46,9,2,14:48:33,17,30.4,-1.2156006000000001,36.8916865,-1.2551895,36.7822034,497,341,14.1,103,2112,8,1667
9284,3,Business,31,3,15:46:37,31,3,15:48:22,31,3,15:59:10,31,3,16:03:22,31,3,16:03:27,3,27.0,-1.2783848999999998,36.8163445,-1.265715,36.823815,1693,1110,13.5,219,868,456,5
9285,3,Business,23,5,11:32:49,23,5,12:48:47,23,5,13:00:06,23,5,13:14:12,23,5,13:45:44,6,24.3,-1.2534301,36.800098299999995,-1.290894,36.822971,877,901,13.5,124,816,477,1892
9286,3,Business,19,3,09:50:05,19,3,09:59:43,19,3,09:59:49,19,3,10:27:17,19,3,10:49:58,11,19.8,-1.3167113000000001,36.8301563,-1.2574219,36.7927073,7056,2047,13.3,411,393,619,1361
9287,3,Business,3,4,14:27:35,3,4,14:28:37,3,4,14:46:29,3,4,14:52:42,3,4,14:58:40,5,25.9,-1.2726389999999999,36.794723,-1.2628638,36.8070399,1434,1111,14.1,257,3647,932,358
9288,3,Business,27,3,12:41:56,27,3,13:53:51,27,3,13:58:35,27,3,14:02:50,27,3,14:35:12,14,29.3,-1.272828,36.816608,-1.293515,36.897607,228,268,15.0,30,2271,306,1942
9289,3,Business,13,4,15:52:09,13,4,15:52:38,13,4,15:54:35,13,4,16:04:29,13,4,16:16:28,4,23.2,-1.266837,36.799248999999996,-1.2663631000000002,36.8163329,903,824,14.0,122,868,427,719
9290,3,Business,15,4,09:41:03,15,4,10:29:26,15,4,10:53:01,15,4,10:58:14,15,4,11:19:28,10,24.5,-1.290894,36.822971,-1.2413316,36.878552500000005,429,577,13.0,13,816,878,1274
9291,3,Business,18,1,09:53:21,18,1,10:30:47,18,1,10:37:36,18,1,11:04:07,18,1,11:17:25,7,27.9,-1.3081376,36.83297720000001,-1.2602337,36.79905479999999,38,292,7.8,10,635,463,798
9292,3,Personal,25,1,15:01:22,25,1,15:02:27,25,1,15:12:27,25,1,15:21:46,25,1,15:43:49,7,30.2,-1.270766,36.810988,-1.304735,36.784605400000004,235,307,13.7,27,2602,763,1323
9293,3,Business,18,1,09:41:03,18,1,09:41:36,18,1,09:52:33,18,1,10:02:02,18,1,10:05:38,2,21.3,-1.2650458999999998,36.807989299999996,-1.2571472,36.795063299999995,2412,787,14.3,309,478,383,216
9294,2,Personal,5,7,10:23:40,5,7,10:23:58,5,7,10:36:54,5,7,10:41:13,5,7,11:09:49,11,19.3,-1.3049101,36.7873232,-1.3254093999999998,36.7084902,1875,900,14.3,442,1215,105,1716
9295,3,Business,14,1,10:57:59,14,1,10:58:31,14,1,11:35:00,14,1,11:49:40,14,1,12:16:55,13,23.6,-1.32943,36.894242999999996,-1.3052491000000002,36.8223899,37,398,11.1,6,3355,837,1635
9296,3,Business,28,4,12:55:43,28,4,13:09:19,28,4,13:32:41,28,4,13:42:26,28,4,14:33:04,16,30.0,-1.300921,36.828195,-1.3882008,36.7699445,364,449,14.1,19,265,275,3038
9297,3,Business,18,4,18:08:16,18,4,18:09:02,18,4,18:14:24,18,4,18:31:06,18,4,18:57:44,8,,-1.2969741000000001,36.7856612,-1.2709035,36.8168523,534,218,14.1,49,640,815,1598
9298,3,Business,19,3,11:04:35,19,3,11:04:53,19,3,11:24:35,19,3,12:05:36,19,3,12:29:25,17,22.1,-1.2551895,36.7822034,-1.3472066,36.7692638,2087,1033,14.1,641,3147,216,1429
9299,3,Business,3,4,10:03:46,3,4,10:04:36,3,4,10:34:42,3,4,10:45:45,3,4,11:55:17,27,23.3,-1.2384056,36.8718698,-1.3858142,36.7641498,6868,2489,13.9,2104,2132,925,4172
9300,3,Business,23,3,13:45:57,23,3,13:46:04,23,3,13:48:40,23,3,13:59:40,23,3,14:06:42,4,27.2,-1.3167113000000001,36.8301563,-1.3004062,36.829741,928,494,14.3,43,393,523,422
9301,3,Business,1,5,11:24:47,1,5,11:40:39,1,5,11:40:59,1,5,12:10:05,1,5,12:28:32,7,26.6,-1.3012141000000002,36.826223999999996,-1.2599563,36.799343900000004,6728,2702,13.9,2027,635,669,1107
9302,3,Business,5,1,13:08:21,5,1,13:22:16,5,1,13:38:36,5,1,13:41:18,5,1,14:16:21,10,26.0,-1.2996533000000001,36.829262899999996,-1.306378,36.7519845,3540,1218,13.4,848,867,661,2103
9303,3,Business,19,3,12:26:44,19,3,13:59:45,19,3,14:09:30,19,3,14:20:16,19,3,15:12:12,6,24.2,-1.2571472,36.795063299999995,-1.2967701999999999,36.8040381,2486,806,14.1,516,2423,147,3116
9304,3,Business,20,3,12:47:44,20,3,12:54:35,20,3,13:07:41,20,3,13:08:52,20,3,13:25:33,2,26.5,-1.2770708,36.8231093,-1.279858,36.824597600000004,2236,1013,13.8,384,53,747,1001
9305,3,Business,13,4,14:52:55,13,4,14:53:44,13,4,14:57:18,13,4,15:08:36,13,4,15:15:12,5,23.1,-1.3004062,36.829741,-1.3167113000000001,36.8301563,913,354,13.6,89,3149,863,396
9306,3,Business,22,5,09:34:22,22,5,09:34:48,22,5,09:34:53,22,5,10:35:10,22,5,10:59:20,14,28.4,-1.228911,36.881876,-1.2628473,36.781805,5421,2059,13.6,1288,3283,260,1450
9307,3,Business,24,1,13:03:59,24,1,13:04:42,24,1,13:22:18,24,1,13:31:42,24,1,14:00:36,13,22.7,-1.2867454,36.8259017,-1.2054954,36.8985954,1337,875,14.2,243,391,726,1734
